facebook,paid_search,youtube,revenue
140619.99044991902,120618.48883253953,76078.1246500405,0.0
138625.60238232397,135144.14551141215,99596.05110343646,0.0
103215.64953554723,128829.12998195148,76247.32493191435,0.0
113815.7524829757,106159.68517761705,76878.78653926798,0.0
126625.26862807128,114329.79397840047,92406.0958446324,20193.15984234934
139510.90254244718,178658.4708052391,107605.76094667954,38548.705397496626
110416.5152430942,131063.79383163292,67691.04303255273,24487.800606539946
116286.82046672366,129784.22770935026,82443.15952265615,0.0
97873.30051987944,101989.07135431317,107637.5109245495,8210.46449004439
96075.86751838659,128419.58181739585,75887.54533586287,24038.87437479908
136250.51644788397,164022.56073918956,90471.02463440647,2472.6405056226977
147124.80057141645,154888.78696173514,85340.11014391614,0.0
118559.79756839332,160277.48244933892,109148.06007706787,42168.911857354935
140070.65795784048,109910.07309809176,94782.66613783842,0.0
127232.72050095268,109509.55791490381,85519.23788704479,25197.63287200863
107097.60490789752,168335.89305435133,77450.97436721524,13782.979560376109
127227.91211016828,160656.85349669418,121576.07364966956,58576.3360509496
150760.7313293194,133538.4309546088,88863.61833405955,82027.48310258759
119283.47921780097,161326.00671122695,86605.67726033794,0.0
151292.87311628013,109925.09069365528,97490.44342563185,0.0
67605.09791820511,108888.29730506337,100782.99788762597,13733.231468508879
136438.05008750447,99563.47118713192,68998.70825074834,11501.400160548923
121740.94136476342,149036.76082509113,87149.98064087082,31240.531945867366
114019.85299068264,145417.94686095166,73914.88168458184,0.0
121835.21553071005,126939.58699547609,81531.86571602558,0.0
80248.62170798215,120490.18475971223,109102.34977052096,7795.780343983705
115606.56224324976,200363.71509657265,107301.33833688105,24683.660892634303
127142.25143023493,133521.7251602903,98832.15238542893,0.0
149557.88089483033,174701.6753633494,68921.48036861693,10832.034869072675
109634.59563452705,136341.28913876298,92800.5330908142,9602.432564583654
103830.12794213624,127482.18230528336,81365.9970480307,30836.50962614827
109964.85912830927,175416.48774515974,104878.69810885974,11710.11737147021
138308.04235404148,159749.1030103999,81549.39060018248,48523.14040552534
126575.02219319368,139397.27442505874,77579.55386936075,32014.7922701774
109404.79592465922,168342.85279381528,95410.05770987348,0.0
130265.34866226712,203007.66290438094,108202.5592528345,9242.652300971264
121941.5509869608,121691.16583694611,106019.06842391266,46680.776199718865
139372.89981065778,151793.4161686313,109489.02148534678,0.0
105958.93812245295,129769.74590645632,109626.88533368966,19949.931787223788
113446.75706804464,116636.47448079244,114490.06061936365,22804.569164598975
112157.83693735684,115943.33034709668,92709.37861338934,15296.28974820699
90729.70103735762,179808.32865046497,83330.55917877835,1947.6188353214475
125922.40554129152,94380.98481734136,77617.47581323152,11529.882145646296
125221.10544359779,152696.4839616699,107920.35279636232,0.0
120102.26913284922,119368.92305949415,87412.25873940888,0.0
115308.25733249706,184312.37378919983,76351.68837708989,41944.04345290692
91692.58515899171,133173.0837766418,97839.27703050213,2230.1956691183714
111587.09354469282,130899.80816794335,68289.1322655505,82073.62784637204
113145.70966946462,179237.7326123559,73799.00593879851,0.0
103954.45461556762,161920.00205780537,93259.83681606925,16883.97770235477
116774.28576667982,153855.67460906677,103230.40492253471,0.0
128081.01713629077,160145.2988876446,85036.10890099568,36780.09207599335
157723.7180242106,112918.16028085642,86512.40301852333,0.0
123491.55625663677,158542.8301384534,101799.64010558133,47347.64278977867
125151.00781445528,135023.64464562456,102435.51164302084,34814.905729484184
118511.08168467665,149023.1174790565,58878.48531428023,0.0
81624.57569401918,152113.82315653228,112246.95121440114,1687.1355390442186
119469.72249101567,112237.27291981732,85093.47690161978,24359.918487589475
121204.60419882053,154845.56489602072,78801.7425618571,41583.75355694108
169264.84224970572,135341.0677507156,82974.0942368345,31448.299426433427
116152.78070437755,109001.96385057826,69530.42077700848,3737.440388996568
126030.94684667225,136335.85483677397,128207.11320296573,76327.04901111494
119305.76460589514,140500.62785287935,70422.0937207995,47815.632664122415
96626.43924760936,154840.79728169905,67519.95384274298,0.0
142856.4562903004,80292.72405481622,86075.9829592328,11175.599442193354
135038.66065373548,149703.40574691648,69302.08692424826,74580.93902335837
135820.63894086092,127203.49857911517,91830.25374084183,24407.09270023081
101812.25090410523,160246.8361602623,114625.80295643877,14272.56741132634
148055.88621872198,139953.34634289413,92478.14483784231,1241.2071947389904
91962.97874415439,131665.4623911263,95082.47748760844,0.0
131737.1418760054,135562.49009309348,85635.63687326589,10073.268176861298
163809.1125161996,148335.24355477776,74385.07153265901,9715.735381935792
100189.27349738622,162697.73519178384,85615.41587805594,0.0
108674.04540794456,117722.21755812352,105819.18607741276,0.0
121993.02730175282,131408.50351419242,110362.75786644153,41017.52966852672
109930.48691767601,176733.65127046686,90624.16745785227,0.0
88986.73137867734,130972.2076678258,103162.46928009194,5484.991073687173
121371.25949612055,149181.2432703817,78378.10521375676,26585.95470056074
98753.92572547791,109145.20155784326,80771.95958843008,25631.180330610638
129471.84861270363,97137.31772091327,65999.93127367608,57152.18948019379
101611.51531532394,113994.87837380094,106636.92651446167,1404.6551773662923
150998.6881003508,122752.69859955803,81360.25105418614,12823.349895442232
104334.93415327526,165997.77910118958,70080.33977859942,64856.47452469154
113558.76967588649,168738.15656718428,97521.81596419612,0.0
136270.3443473934,91866.99232761373,110150.43053084522,10158.978752920184
95382.7136713209,126468.87151770346,84432.47953526392,14393.026249654658
124549.19869208259,157444.7349260121,63433.76984941536,8719.358505860408
146142.85508564857,137366.17188921937,85141.43149388555,42779.83523741526
87850.33530877545,177613.96164543566,93586.02720551794,0.0
123692.67717064609,156837.52355328255,98930.9127645075,0.0
125197.65588496847,133307.87239277962,101651.30924696795,33906.0440974122
135636.4574355462,135533.26572177306,91138.98945058032,0.0
95260.98578243837,138580.25418487884,86119.88745948348,0.0
93590.86773831447,118851.06508097648,100284.96702981058,0.0
130438.83131233795,163480.35339123747,70152.94643641813,57682.997638055676
125939.69346466372,158560.7204435388,75467.99642835783,19823.527385189656
125009.85700691753,151356.76919131074,79092.45714775866,8560.433150954726
126928.96418993952,146064.3672339249,83372.64707508657,0.0
106399.50556843018,114545.05552417468,69256.40416593451,16622.079215392212
124645.07394322006,152604.8299785437,104582.30472788353,0.0
125861.44946597362,143227.56181661878,71818.11595977611,0.0
105712.97163947264,190056.72737436031,49674.35785199018,1383.0420894984272
157315.49022289514,107667.72255213447,104798.2544507229,0.0
129476.65841823575,121917.61530276755,97733.13128173581,3216.970156968664
96173.93005594703,100333.88607207086,89090.32345383539,42971.75723264395
133131.0721726766,134549.50520582328,97025.24485668221,59616.48504212726
100506.36659545357,96477.51580011268,91629.5269178421,35680.267608300695
135741.69207484904,169637.54090421443,107454.24427195267,44735.17042771991
143171.9115801481,167305.9327217542,78474.32041721536,4508.468046764408
103586.3536329658,136009.20054023393,116026.690912,0.0
139267.52258488644,114656.95529424078,104214.55554657895,26889.710429165003
128255.61853872996,101897.4362860185,80902.86787009606,34435.14534149933
136441.2031998898,122403.38463398983,78510.64870760415,23868.691527546373
157935.85965307895,155634.28430852076,92196.7597685735,14271.230958717908
115092.23767994258,120323.6827502533,73145.09779075452,0.0
104925.2767128502,187714.404400168,86918.06272741553,0.0
102209.71140748954,177267.38599745376,110189.22135684353,14938.95376512821
103683.79430069124,140020.5985851109,92737.39347687163,48744.14597752506
118457.96581171792,128453.2936199529,121414.61148944453,0.0
126823.03949633287,125770.1025063387,78451.07702496776,22532.16957142308
125533.81598660038,179959.41901315024,96785.45576977682,30047.538783901924
136543.66498072047,123582.61671106773,82014.21807713757,24118.461032481966
120260.03783755813,163359.22381833402,86894.26678468751,0.0
149070.68154314635,140544.8053267076,97504.48051725485,0.0
114706.86333524088,157839.0553481044,78995.03940051388,0.0
174403.38333179237,119490.06771078089,77068.53745688988,15996.1499796264
132513.34695530013,131677.0351119568,83011.77120539604,0.0
102856.84887167434,139395.43700740844,81929.81755082095,5571.756907498742
98582.15003877775,124215.83455823579,74853.21962309918,3179.0983235128524
129649.4483048637,171230.60423436243,111669.65441749239,4489.09183737684
115530.74429348299,120892.296758349,85442.58885068096,15937.385714928028
134280.00988184183,125574.19645974507,102452.00963697878,0.0
129464.75249147089,173967.50059069938,101376.71753052565,31765.22773547269
118543.42174686254,169123.18091988759,105373.58766431017,0.0
103064.1256386319,179699.46930814075,69962.00022644234,19567.27056798006
89703.0555062827,92293.17089806164,84757.68041284606,0.0
111069.70095865958,145018.06872604633,100302.49999360232,0.0
137127.97588646944,142257.03311577765,80769.68945775842,10890.621882535208
124281.87488260408,125956.6778888537,112318.15919662165,5554.53065661724
95085.22442576024,148111.48474642888,71577.23506600372,17428.919384972134
123463.61851702364,131963.95674123,102306.84520709634,21873.23964162684
127706.34759457674,144049.80671007113,83303.08806972149,0.0
102322.85127597734,225046.88905524812,105759.69697779219,27549.53677577243
123074.50211891056,147928.26910321144,94043.64411544375,24207.24608517156
121164.17436892,148978.28995257214,77318.25698270687,12992.359357743419
97140.59404338754,160530.48337539603,102298.7048717227,35934.72686990662
127155.74720696567,144516.11327490796,64074.98328555307,22158.92196458384
131215.6905273647,112549.18309599804,84781.83544907667,0.0
141661.02486350553,98832.20677141819,83163.2965150011,57419.752644807
141076.04104069807,139267.7234324523,96483.49601514338,26432.67695507667
92446.61264085818,133272.22429066803,49686.09747072691,0.0
101243.49920169754,90909.9479304582,93498.42826138943,0.0
130300.7053441732,180734.81879056967,95590.73836122587,179.41168473596917
130275.71901824417,142675.07608413778,78085.9680530049,25410.14763722431
130300.95372612096,175985.90886661058,85441.83224378602,38105.751893583576
197054.62981309442,84203.44289769595,90526.60632961222,16261.045021311756
131417.81021386333,176462.17639389314,104193.24513385742,29726.776369025592
142711.31280361197,127869.87300123992,57526.13229213347,23703.191524011167
139080.03526986405,171478.9470462519,89141.00871401056,0.0
133027.82502611596,145371.71184524125,97196.34009537566,0.0
113694.6151071931,151331.41379799237,99382.91452373244,0.0
135179.38440986534,151362.92600695736,86721.423197908,0.0
104543.49570924856,129371.55754721195,98606.0455975664,4537.52015087103
115263.62786519983,123837.13157826364,88896.48011331422,0.0
110292.72904341793,130970.99526264807,106902.44062646502,423.38266722562366
121637.48278772645,103202.26979251608,77472.73739606315,21919.60762770666
166293.17133347018,127982.24240766469,80057.61026891037,18764.382725420706
82654.69614816504,122580.21365640897,96923.29804055889,0.0
133725.20380749027,102602.36618326028,99694.7957533336,0.0
87745.68257620696,151466.65689298185,97534.56283469807,31672.58231695088
110561.36268421133,140192.9357983194,83614.72734913765,32640.887464275886
141779.0119393473,146151.05808292868,83850.45026474373,50870.218870539036
121285.60038190926,157436.26978654458,89818.30895639746,0.0
98445.10444141387,134053.49856946516,73473.57416169251,0.0
105693.92581480063,116532.08966774732,77751.4374977479,22937.78208596527
133591.9549786935,147598.5505826866,111921.28622893641,0.0
105392.66736565727,66945.08477397883,87503.58397203665,6793.269923419847
124329.1717916395,137297.62271281972,82138.60752995819,0.0
120911.43679807628,159129.21558431993,81309.24546967767,8566.338345882614
106967.99304788366,166173.13156024055,94362.7063994099,0.0
162878.8817865065,126763.91942807256,121619.65161351702,0.0
132678.3804463602,83965.31920726776,107254.57131585872,0.0
79497.14826684786,74168.35349936664,70352.93780678762,11727.332808997548
123729.08629538855,155951.30267215933,109247.90040144227,52990.23681457763
106764.27070463225,131150.42342233646,77489.34025219073,21267.151232601333
137048.66669592448,190432.47688258227,80282.11880166306,2192.1821527331504
104149.58523134599,104722.40912711257,83003.23281355432,42768.31316361614
117705.27117066202,148558.39758313174,72382.39001610171,22932.530012460666
130099.74557960914,181558.7908815638,109287.2647842268,0.0
137315.10388340242,145161.54824443196,81302.96919668885,0.0
95994.07185888448,100201.62020772003,58526.42889658731,0.0
113309.97528318103,209315.28207764047,77290.83118031059,3475.126333106411
110501.09377678088,179514.6864261546,92962.85284743017,4815.705384769753
106933.41534852577,134318.84960270626,64197.32048810273,2125.594179432821
155309.08480562194,160473.85193877405,94046.61640299392,42866.41292843911
128099.63421921911,160741.52900172424,76674.93303208832,63152.91456470088
94782.3209132991,156044.27712164895,106742.23540791721,11422.712436842272
138357.23894109554,105456.38063245961,96828.4956741191,11785.757076129952
162443.12394025267,148103.94052799133,91204.15876533864,51663.35603275114
140649.30521102293,176517.89253981024,66764.18197158833,0.0
89612.60068091973,152613.18039376865,70655.04358191887,0.0
110315.31854267497,149928.77505768902,81324.37095010985,7886.208954866955
145338.22298373247,126579.39077128914,86568.08582068291,6687.152707728107
105846.61068762439,117400.53323716506,112931.4489700344,29678.920260011226
128876.38856292456,100687.06534176272,94443.83940178528,0.0
135492.68106858674,158936.61494819252,84252.96155678428,19564.532247833056
101461.39056843834,134477.89166046726,112125.89027603548,62443.3329195455
118809.492878764,106465.5097113483,88646.98853521953,32741.428861406577
55174.65319861855,164410.21666267823,96517.28102775583,86131.93162502836
99512.2471733142,125327.2230116694,113305.5209802647,2048.728210785064
114948.6369721368,118553.3774939619,100748.60184609597,7780.61740682552
95044.33636070302,127593.79965724311,96636.48577588754,28845.67423964454
152648.2260786327,135172.76850400734,98718.57405426067,13665.889512451922
91397.17244078734,151450.5517628716,89020.91613553127,5836.918619217898
111199.11026606032,118117.16022526725,90623.86739008616,0.0
122614.81154572182,165259.3468873302,66232.28230759641,19901.302570916385
148825.4657813223,152105.73970989636,79367.93849251221,0.0
91282.75697641121,127133.43135102271,89271.7212620171,16148.083569598079
143263.2750430992,136005.25473566997,96952.26939891784,0.0
120204.66122039175,129434.22639770247,83488.29343525824,30124.926361469603
100369.82697904098,141646.61822089241,125840.62273912414,0.0
129242.06948526541,177996.8491609474,101791.65276599722,0.0
123981.1939114694,129176.59203643826,93705.7618635024,0.0
107995.66245682411,144736.64554482215,68323.75195603618,51218.50898022357
121396.04169980038,122535.43069213493,89137.60674887506,981.1663417785039
112293.7280627648,153298.87610507495,97664.1743776264,22046.969147881173
122270.34690502496,146910.1663379341,88599.27260677375,0.0
133242.61349042095,173240.44471690396,87998.25466109825,34670.40259004084
151720.33632290704,119270.24285840685,87639.57994801192,0.0
95243.69002346302,157264.3830237448,79454.39639465408,59702.760726709355
162660.66749312534,171602.08880921124,71246.77447610693,1208.604383146323
80958.24400954996,129059.55660629166,122765.75351777766,14386.060529355696
116964.29809928834,136826.1600216258,74957.67080901898,4555.957934175273
131766.34412969154,144768.4533353643,82987.9296955954,12653.57654881429
125619.83735470065,134085.53331638858,93804.0582885951,1856.609766476895
107546.00960358813,144432.97990204388,59161.020719996115,23926.151265287997
115837.5549928545,156835.90573529524,113301.22414751035,86701.06845108671
110139.98130682335,137150.59836435676,107545.09510616545,7837.205846428052
108212.70486111577,136955.03007980593,67448.81739648708,70901.0383562248
136992.0419404205,146666.54480274365,85152.39766769213,44945.081032993825
127140.30971930095,130020.7899441008,104344.10270864314,25055.880568616325
106141.80809478692,131257.16844414265,89660.51016607677,43146.12449419575
137991.99750866502,117528.49280009673,104994.51685036763,68853.41962981557
126145.99041753219,138946.46368557579,112909.25320426181,0.0
136257.2423767792,151193.7463280364,77560.44207203866,7979.827392574367
132592.57683847225,133271.56651075004,97009.52782072223,62353.52714608935
103420.09978155856,120662.22377498104,71942.66846432055,5309.029390621445
108796.3791960606,137594.58296795838,83031.44706633168,1294.1074453346191
134945.87210246525,149927.19608839898,91037.25020394291,0.0
132207.4053086693,143199.23225996477,92195.81157817115,6055.054998875971
119581.96812071704,195738.74930930696,77257.3414307503,0.0
122346.54766617564,123589.6022406598,98944.16568520342,14981.107107670603
145553.2979157685,136242.07754100146,67975.27940053203,0.0
108168.57222328341,159482.43663356322,76782.48054554616,4822.479507494892
130941.94762340076,122633.00372807446,106084.42794103039,7977.550855194768
115956.14695132212,188205.4719383337,78018.52601568305,0.0
115646.3759354556,140115.4017565063,94074.37782690238,6439.896218919256
141975.5370397438,154028.59469427893,114520.23313177723,37121.67128309745
136508.3269797606,140475.34089339685,89727.72278635505,1186.7199310226024
136270.19272001277,165465.94861922233,110157.11954382971,0.0
146109.5761430866,113428.8875162972,69683.17125705308,10545.828152711927
120420.07683265518,179296.1881924459,81151.29431232721,43843.796321159825
133639.0594258993,145792.9701243388,93315.35373221994,23392.32794180618
113794.66486813087,156461.47192202366,74527.8579863037,40016.94630603778
126483.32704976884,121540.61701925282,83056.14635906467,1348.6631400297265
117397.1389126463,148431.0753436882,92167.49037628139,13471.14405181024
121939.91929985436,115800.25095470398,92514.25175718947,28908.96059054681
131903.14050873826,169391.11076606804,85301.04685559684,18486.486960181974
103635.58633533055,107754.78954687803,62522.47580273366,0.0
161847.7455137092,143854.33544547198,80299.24829307769,0.0
99879.65237000596,130289.34712113782,68970.79169103641,0.0
95716.22774424535,100934.30281195027,88867.87061064721,19158.48510254771
143162.21747000137,116616.0317463411,89390.35741240566,35298.10036965557
135833.25387925873,151239.84316961182,88098.95193614862,35325.62910532722
132482.39634104312,117586.07505639375,75850.22396225763,0.0
132566.9101852856,123270.73587139529,64900.5172700886,0.0
119755.0645430617,149333.61432100594,111432.46915295169,19476.041873129045
102054.91257028337,162871.03790586052,90291.2457763629,8066.423004465866
121516.09116387453,156519.413024934,85305.97122364408,59414.346874247436
106456.76576975777,138835.57439817392,88990.9599372709,0.0
139502.39466835503,145440.97660297525,69881.02161387877,8724.985613270193
117058.85236995723,142968.64376072923,109324.96469703407,0.0
103490.05606414977,114091.10058632262,79277.07578495162,0.0
113572.28316694013,146985.97726784175,88305.99004089338,33238.69032573779
128258.62908551248,113868.51130027026,97287.46150667821,16518.915082374035
108725.5089439205,155356.90353353304,100760.79661757125,0.0
103555.59208867137,143378.39101116834,89645.14237392896,70161.27867067006
124873.74422983825,85894.99829482581,74537.1136207282,4038.19590919614
124899.33142217445,164477.9294361558,98978.20830303934,27643.81903224608
109861.13649257741,126949.20640380617,102750.46301482499,0.0
110579.23388763354,124879.89999168146,107591.06441185747,0.0
124640.99874715273,163897.58855676767,98142.30784438305,0.0
91038.31317005352,135918.45046000098,121428.93441301577,72233.14552407133
91850.72451246889,154935.3043194888,92232.46732313445,0.0
105631.11557495128,123666.10884832578,92995.90360084298,28852.13514437468
115731.05696576305,160091.73124091595,108441.90295218094,30109.006412835115
126218.15131196009,144930.0089926779,114164.59331634804,49938.829599858254
149507.12433899104,150122.9165287774,110828.85100143927,527.1977208462558
137153.1924640404,135536.90955052452,88796.46796758505,41014.435638643175
116801.22940073146,180744.2483460723,101450.75947326166,0.0
119619.67584194623,186761.08018318436,105941.5980251239,19948.79574876206
99949.41270724383,84907.06966029647,90923.50161494418,48337.67631612049
119629.7372801522,163158.89354270915,77274.63330247256,0.0
114226.82722159724,113006.48399206511,74953.67177873681,8683.847335857263
126454.37120676179,152741.92108752733,95652.55599468107,47360.53170789557
103455.38112895354,95558.09798381539,103148.54231269183,0.0
130386.93028482345,150080.95553748187,83127.6852414142,41024.77510373212
150654.77826005156,119094.06148502952,78520.94452162841,25370.01960740924
117824.79703086284,128529.47378881366,82267.22958872799,0.0
128034.23444197883,129197.64563471838,92248.61544745525,0.0
133802.87983422226,121636.23198670972,101690.10199372748,0.0
111975.59056228328,122314.78745047294,95592.47687353444,13735.327238458254
124481.84963620834,130049.64603951795,90099.02883298638,7809.4663702310245
120251.8480156359,136151.7202478943,110848.13266631112,52167.712385485036
121953.52197097664,148078.29678527816,130847.77233212785,7525.608272639167
104539.80432289068,186517.727401327,90177.40842627868,1177.7283850334152
120490.20348517885,116328.10321068589,114110.80068441393,0.0
129959.965824909,143167.7172117886,79691.43508628612,0.0
149022.87215590084,159316.31058816545,107146.83151672417,55378.48651842311
139185.41652170414,122277.70119104377,77662.29522888621,62151.870403764486
163063.64915023113,83568.2500294022,84689.1329364277,0.0
104653.04874223901,92268.05212571687,89394.68476314098,0.0
137446.41273441358,84487.75818338004,61159.907509121316,0.0
123666.84011476704,178502.92211729003,62661.92753571944,0.0
163796.05866435345,155353.88226583577,77239.3668187838,25828.6189420557
103834.03429289698,158899.38402076572,109857.22541820898,33849.697231765975
103205.56315638448,164535.20180741226,86408.74392447915,0.0
108012.14709111955,125613.2323282713,103729.36117955542,67992.52757515766
77522.08551380386,197576.11745216732,65326.13232769594,23763.131672026397
109484.89956638477,148386.66482694194,95398.21565457394,0.0
104817.34676892604,138180.68707849755,96599.75628521068,0.0
123007.87572952415,167750.04536492802,75601.66963733318,0.0
126835.11951554319,156682.49682950563,117928.44532893886,19066.968961240273
157523.41678431773,173376.148245121,71149.62368211347,89609.33622942999
139008.476763721,174845.8311174708,86357.2006359077,62495.423382422836
108461.92688675194,131168.83642681362,126827.62700743324,16355.685951533122
102031.70657303283,144675.6205225915,75728.08440384462,14118.195298546765
129838.38343013011,117270.11583039774,80680.72306822885,0.0
93595.33585958715,99292.94570296363,92332.51761842737,8319.732073674302
156629.17531708707,160919.930452366,70086.4833416951,25809.432284304945
143588.80241442574,163925.89659887902,97750.04485318306,0.0
110616.4869579059,90444.00150221724,63289.359068264625,0.0
85737.30941818244,122069.79842315477,90014.47307056742,22103.936379871728
147077.44748330826,141402.0849396707,111698.30246894453,4344.828211117952
117709.20309494765,143784.6935450232,99608.6711435608,17159.2229591392
144756.32623946923,191125.02277703548,89385.03276301682,48559.41726894645
88111.44682411266,124326.54706138467,85175.01497120023,0.0
108012.49954092455,135717.3381181711,88727.15660733456,0.0
120104.87399436366,156246.4343528407,85690.98129259012,24607.475602092316
120939.61187529484,131244.92270230316,95968.82083614041,47570.603254125584
110998.69057041513,127375.5967378034,99672.00753091468,0.0
132456.99864694997,125323.5022551705,92153.01038510658,21073.925875074907
98647.59141234812,145824.50637389772,100513.80502035949,0.0
117152.41029957413,135607.73892777474,97708.31291556996,0.0
122405.91263423797,157061.9992687141,71308.1646936083,38219.21638208773
130288.77668117498,148936.45350680753,54969.05731777861,0.0
134232.29756177778,67115.2548879521,92586.06876358253,0.0
97507.15816324262,96211.83564096829,83246.014594686,15308.67043859228
89317.71658528756,127480.93212409774,93042.39588711491,22647.02183850295
145553.53643797018,164500.0647326545,115077.78058427562,12186.412124888548
126646.28023959184,123708.03899716295,85978.3559508058,36812.619711181396
105030.26926886893,149364.77878893047,94660.9900198557,0.0
151023.03951045044,154962.39339321534,77318.43440687648,14383.59045776554
122313.49268585717,153506.6564569613,97376.32159154766,13357.563762378491
143585.94368127652,126314.3930018221,78280.58771054994,32438.4088836648
121350.36962820218,111297.81226764893,105012.36412685752,0.0
161214.95849763975,107194.39034746075,91842.50193860274,19364.908886675323
155106.81684886408,214273.38009319187,87813.9827070129,31515.56011646215
115020.71703041853,151385.65742993646,65434.64453837098,37989.84932896812
139431.4190190871,186014.5727586306,69405.20816213252,73861.57361093817
132907.51899170296,119172.24345477938,98700.25886807009,0.0
147372.63115064698,171207.96108389378,107446.34170093072,3942.8128097873396
100701.53078839791,128079.73283136704,93622.38449083567,0.0
133721.0291999688,139276.2889303659,86582.82809357646,0.0
141168.48973699176,132840.90534715017,90724.93379031814,26557.383361117783
84825.21027153771,118014.09873109033,87851.46599234038,20512.716035132984
96334.8297466845,118394.10793138169,79450.2112403098,54056.70326287774
79215.35644479799,139022.3174347178,69733.19810638105,58112.699052471406
114611.86331110884,125323.0049241884,69878.4868861759,0.0
134350.84511591925,143168.00580855564,79692.4562477108,0.0
150047.14104192055,119054.2671962136,91387.4932951437,27744.00395332341
121481.8956083955,157686.5221922124,70069.44957744541,38704.99602984302
152572.31091142583,128500.91454919829,88901.45138191033,0.0
92397.97083570217,180923.34652196843,78733.87090822925,0.0
85932.3512128969,138734.37700797082,64929.71353979779,9197.765696517155
118889.04602206762,137445.4653942525,80365.33099256072,0.0
127681.30897878614,180088.3768652081,93550.79822668096,23244.322807851247
119346.10503811814,127618.00538336557,80536.1645955746,18767.443574295066
78651.15799920246,129827.35460412095,112161.23389715006,0.0
118217.59920974424,122475.65504754547,99354.48170256638,0.0
93910.60998990294,145110.84274856982,105817.38342560244,9051.56323933246
133393.45097660075,121620.4919473147,136597.04432205882,39642.39035094879
127331.96492193696,159416.62543511673,81417.87534351485,3519.382827050973
101202.40427345289,138835.536341215,68499.98652809474,0.0
109722.66165326613,160972.26189818652,78226.65546315369,0.0
98815.72956222096,158154.62400468625,90995.8791152259,12338.362021698915
118746.41805453657,127187.93371109506,95883.88422174871,0.0
139102.84641002477,121575.66625098552,92780.405313787,45380.06845970983
100285.47907328913,131790.99434809713,83290.50872316275,9722.68196100877
130080.93031035688,140221.70431592542,96199.224342155,10585.432692869379
109394.84763255119,148350.55026100724,107127.76565289807,4842.328785295083
104142.54335475311,151128.28334136412,78709.91217465923,0.0
