facebook,paid_search,youtube,sales
119730.05550524133,152609.12664296024,70320.57681950818,64802.973906168496
98845.78142088199,126467.52262594401,96997.04536404459,0.0
136450.8982420638,90579.46077631024,100923.57160958799,0.0
95583.12700057955,127619.62254988162,87867.73239597271,8139.842373164795
124177.2719000951,132391.3782236512,103396.01740480159,0.0
80806.59752240448,132176.77582024963,92214.77760806175,40234.12413252356
93436.27902203139,155463.9089244481,108256.94881734168,10638.586432261476
123937.22471738247,189641.910275371,67166.92042611219,18202.26136509365
134769.3315999082,143088.23004602734,84768.37108489696,31498.05267522131
123427.36562379941,134581.70527108846,88922.80285723448,10059.016798150813
117687.03435223519,133519.4546748977,49916.88923292976,0.0
113977.92608821423,143109.61917269285,73710.70899632198,10158.425772253499
90429.56019265145,119292.65599129003,77796.0111846182,0.0
105603.11583210583,143004.96396865137,104223.08992235025,15642.230145337335
110787.22458080425,151270.308408295,79397.34980528099,42383.21077799839
141142.4445243783,145242.1515893622,77728.81519041034,0.0
126872.36579136923,151438.54835011953,102262.28670984288,0.0
84739.19689274533,150843.6902337134,65731.34031314918,12876.485302321236
126481.6793878959,95702.5829438389,58931.33898834642,0.0
112298.35439167367,155921.75395988507,84576.1154989598,13808.91887208273
106461.55999388083,123224.62885843866,68284.39847882467,20332.871830605873
132233.52577681735,112604.02092490105,68854.81058010526,0.0
140619.99044991902,112388.7043036251,98601.50687531973,32505.547895941483
138625.60238232397,150838.54026181324,103139.60756868869,0.0
103215.64953554723,134435.62681937867,101832.96323778188,11184.47157485029
113815.7524829757,97950.78040036473,106631.6499046085,0.0
126625.26862807128,151950.9453798071,108617.01480022202,0.0
139510.90254244718,104009.79673002931,58071.146867596035,61365.97803866645
110416.5152430942,143495.53396295526,96756.179398942,22000.42136728926
116286.82046672366,145962.47314182634,82055.87700645662,39568.49789982989
97873.30051987944,162139.42704237613,78788.63631014345,17147.183720000347
96075.86751838659,184542.11966167128,98406.21948313058,32677.91363794639
136250.51644788397,105883.09185248645,64045.567801563724,23183.932306395676
147124.80057141645,138688.15359842376,63733.370911915204,20256.503455906757
118559.79756839332,133091.61762389456,99503.59116122576,45416.12390641144
140070.65795784048,150843.74214902407,97316.79026266348,18385.806266767788
127232.72050095268,145391.71927334045,92050.98983807265,81482.0445419882
107097.60490789752,131186.3439315845,76801.29892915295,40124.21850677234
127227.91211016828,128977.44528472862,101157.44451873186,0.0
150760.7313293194,112088.72862039882,100204.54338090714,6834.857969028195
119283.47921780097,164696.53956016272,91279.56772571181,25551.25069377645
151292.87311628013,151480.10453998824,72340.18438095343,14894.500179467992
67605.09791820511,162944.20494487844,83621.2748140574,32453.991250236264
136438.05008750447,132240.09658811215,102567.50516286664,36666.997580304276
121740.94136476342,123579.11328263924,109907.8683420268,0.0
114019.85299068264,113042.1233342693,85101.95094935507,49207.06711691588
121835.21553071005,148972.9395935165,86254.90548287607,0.0
80248.62170798215,114005.16938679414,87574.66337962408,0.0
115606.56224324976,186216.57672416375,94123.39513366458,0.0
127142.25143023493,107308.93547266399,81283.99049909964,35062.68630623973
149557.88089483033,146841.50298031254,46587.224136426245,4748.525114155483
109634.59563452705,179171.36768034464,107891.53502470645,0.0
103830.12794213624,154977.24398159524,116920.33420743824,483.3979981864977
109964.85912830927,144391.8428122945,80814.00210591432,0.0
138308.04235404148,115787.90882595262,74000.19946621839,0.0
126575.02219319368,105455.7702858074,87943.49216414666,0.0
109404.79592465922,159251.25272293965,87187.4417440684,4913.375433891391
130265.34866226712,177653.68101937367,104932.77865744439,34815.098192193356
121941.5509869608,129028.75023804572,90819.59162467557,28542.352902001432
139372.89981065778,111523.46230959122,78110.65754443225,49022.08818708543
105958.93812245295,78545.76423627454,70223.85824162926,39529.80803921852
113446.75706804464,115480.87890843656,102984.5127722951,0.0
112157.83693735684,137158.578937524,98992.66861746374,12774.659449957575
90729.70103735762,179978.08102091835,105908.39817137728,12862.280218951633
125922.40554129152,156828.34230582422,75477.19873918359,0.0
125221.10544359779,147627.13511766883,117576.55349292494,0.0
120102.26913284922,129997.00846747172,63844.58239414144,6361.209830708521
115308.25733249706,125420.8570686011,100644.01532102219,6556.277825601159
91692.58515899171,175141.1899376991,61356.25849204647,28104.713847650644
111587.09354469282,145018.46351895973,78145.02927452298,26070.68545385467
113145.70966946462,87434.98270197446,113415.34395671939,0.0
103954.45461556762,123161.50880256893,102470.46381713984,26884.020388664176
116774.28576667982,118544.59920570932,81806.69376769227,16424.20860225262
128081.01713629077,126343.39977056338,82217.44435767467,30505.14483910926
157723.7180242106,154072.76650712712,91509.33166253164,46271.504128580986
123491.55625663677,137313.87795514378,97712.11486141084,8238.193699045356
125151.00781445528,138078.36482490844,108773.69074024045,50201.569399886284
118511.08168467665,172836.82903313093,83156.48993087259,0.0
81624.57569401918,122588.4727553328,65823.22404769197,0.0
119469.72249101567,186604.98814718373,92354.5294057314,27624.597374270517
121204.60419882053,123217.31021572286,83138.53743737408,396.74802634284606
169264.84224970572,142229.95491531427,70490.4944287733,21448.229840401436
116152.78070437755,132969.91011493083,94465.03372969192,71811.84319680645
126030.94684667225,143085.47833752402,86803.29368860816,24476.120401167802
119305.76460589514,151114.7998768282,94597.68309704692,19391.95275988279
96626.43924760936,150845.88100222193,76583.3369971923,0.0
142856.4562903004,121172.0667344855,97300.65795488248,0.0
135038.66065373548,111927.13306381073,70243.52704867533,8875.988555570788
135820.63894086092,202579.29477264278,77584.02915455126,47761.37188819488
101812.25090410523,127900.39150998618,86356.28653369083,1488.3726214760627
148055.88621872198,157480.31096679968,116127.27622439571,26682.112635550628
91962.97874415439,99808.96723692009,101772.38052822741,52579.70351629266
131737.1418760054,133009.68200238308,106157.88756401684,54771.24550459045
163809.1125161996,136820.01540043892,111256.15550014717,26844.873883564353
100189.27349738622,151820.37674819582,144042.4820371631,18580.741042794925
108674.04540794456,71938.64647520153,90623.83601337651,0.0
121993.02730175282,144153.51532695827,111306.01384694784,0.0
109930.48691767601,111256.46361580267,105189.52881602911,2541.8541240988015
88986.73137867734,148108.6427798731,104940.48754961288,0.0
121371.25949612055,114091.77007904593,116613.59427060271,19131.596062830897
98753.92572547791,118612.93260186046,83710.30453523285,67916.91599714506
129471.84861270363,133159.3097401683,82519.72464095431,57725.36321805711
101611.51531532394,113691.76325992012,94796.48270222792,17945.259131436494
150998.6881003508,128111.63883161613,87259.5034211717,36063.75481375962
104334.93415327526,110165.60578641712,94777.5127949726,0.0
113558.76967588649,94170.73870753181,113441.23177579517,54306.80518123313
136270.3443473934,165448.92631073398,82827.79915940583,0.0
95382.7136713209,107598.78267940179,85429.81556109404,37334.86168791647
124549.19869208259,135532.97780980042,92614.66505289865,27233.109458303712
146142.85508564857,158822.2770373446,86575.22360962247,0.0
87850.33530877545,124626.39743709892,61289.91257979769,3829.0254805760305
123692.67717064609,119370.85250636155,81298.08535951591,0.0
125197.65588496847,145655.95221668555,100310.59863356256,0.0
135636.4574355462,167948.3455681788,111563.2012639897,0.0
95260.98578243837,110767.11837283827,72680.7214869341,32875.216987875094
93590.86773831447,136246.30419956404,72610.76401153735,47232.60560515881
130438.83131233795,96687.63512581681,90453.50704076003,0.0
125939.69346466372,130169.97490794524,58866.074026832444,66613.17651441901
125009.85700691753,140855.11711345188,83325.4469551931,12099.31340587879
126928.96418993952,118634.38395612336,63959.36910672909,19714.37165194408
106399.50556843018,128575.20415436922,110535.91949763698,0.0
124645.07394322006,104794.33079231375,78460.03268474393,50173.04191655312
125861.44946597362,141926.96528453735,114792.51279508541,19175.54479911281
105712.97163947264,166392.35622207876,106702.8203018751,47789.8505594646
157315.49022289514,112571.4032557384,80305.24053453875,48579.88929959685
129476.65841823575,124433.20583619043,73920.60544730883,51630.604834940874
96173.93005594703,152563.65616135453,87096.81376248617,0.0
133131.0721726766,170302.2679830684,88430.30063612695,8038.791340260123
100506.36659545357,102670.25469477673,95192.20415928602,0.0
135741.69207484904,135780.38156460127,78351.85065704731,39281.200735854974
143171.9115801481,147078.27055798811,101195.92310283304,23659.66621827273
103586.3536329658,137448.5902342788,93979.9208249985,43933.96445760002
139267.52258488644,78080.19832807282,84894.07264926205,43162.081138652444
128255.61853872996,152527.2502327193,79319.39016872965,0.0
136441.2031998898,177983.4087772661,87226.7252535197,55260.04495654657
157935.85965307895,142916.54377923757,77746.48122258646,41964.66133597749
115092.23767994258,114222.34866764341,90876.5804232538,0.0
104925.2767128502,127171.81884089293,91281.58027829864,21825.763844884994
102209.71140748954,184247.82669138984,93925.60925214509,10447.10771435596
103683.79430069124,162749.06352151398,116493.6361450778,32059.510086933267
118457.96581171792,156000.66545960822,88013.32920450642,1972.1474102757857
126823.03949633287,148910.3145883594,105068.96800686723,27719.40350951853
125533.81598660038,123471.57219522569,93443.81095463553,13827.628448232566
136543.66498072047,134985.72048360578,86426.33547152318,0.0
120260.03783755813,138051.9316080371,88212.61095073148,17978.737281604994
149070.68154314635,153739.3579016111,89117.60386247924,95135.52762328727
114706.86333524088,177722.97235667257,94196.51561592324,0.0
174403.38333179237,167958.4534198282,75610.18852171545,7643.920203532415
132513.34695530013,104515.39110509898,68019.8942483255,0.0
102856.84887167434,145599.8742225262,99814.46090211414,0.0
98582.15003877775,158419.08362919744,103471.85748871889,37421.08643395833
129649.4483048637,155471.50825361587,101184.53749204204,35163.223400749586
115530.74429348299,124269.1559153145,92324.58027834709,11349.966630497865
134280.00988184183,212852.73039420904,101508.36941179933,47490.10176247505
129464.75249147089,108072.88594172202,100701.43539025713,35104.91444446467
118543.42174686254,112920.28883334875,101814.44038432432,6368.580320973376
103064.1256386319,145839.87703153942,77106.88767986829,0.0
89703.0555062827,192920.07637409633,73545.72304268053,38701.500183216995
111069.70095865958,119095.12873239574,84171.46129871593,16060.215321413141
137127.97588646944,133354.2908588252,89739.23835686017,13243.042497690309
124281.87488260408,166932.34182539233,86371.18309301566,0.0
95085.22442576024,139553.44612780667,61849.64502993187,33406.69041325126
123463.61851702364,131634.90363674262,115825.38918202714,23057.04909384341
127706.34759457674,154140.822547168,85889.31016671397,6151.17647446108
102322.85127597734,146812.94975573983,92590.5662486543,0.0
123074.50211891056,165760.9696409198,108668.23486144588,46191.521299244516
121164.17436892,172286.7222266341,54825.415957181925,31492.926356219257
97140.59404338754,147675.07650013405,82324.59192132432,19606.550483102685
127155.74720696567,147293.31813445772,84193.24089630293,0.0
131215.6905273647,145352.77455715335,84955.34931824033,11766.388716561618
141661.02486350553,152228.2639162322,87397.70113929072,6373.086860232688
141076.04104069807,141379.2659467866,111707.02197667267,0.0
92446.61264085818,139984.78794194278,100101.88313590834,34401.73379596958
101243.49920169754,169915.67802068105,104370.52902943244,35066.30048269195
130300.7053441732,177902.9045088761,90706.80407716386,27723.043983083913
130275.71901824417,102311.17638416449,69009.40430781749,41540.74591894418
130300.95372612096,140250.52879351424,58804.544472809896,0.0
197054.62981309442,122782.63916386913,67058.88415152553,0.0
131417.81021386333,132225.7133378482,95396.4855624903,14705.51758013229
142711.31280361197,150062.90524338302,90476.54569046453,0.0
139080.03526986405,156735.95928856172,86847.5452866599,35561.22657936347
133027.82502611596,137196.83890971637,84471.34639889795,0.0
113694.6151071931,92166.49163192994,120175.82363164121,49373.77964084775
135179.38440986534,115873.8604855955,77656.44613535289,0.0
104543.49570924856,162412.49175500416,103917.29184174088,77294.784780881
115263.62786519983,71489.33944912672,90028.6940403149,69711.87035729131
110292.72904341793,169685.67879205,89085.90732321005,10732.1895679089
121637.48278772645,153030.74976611353,107649.56322925116,47838.766764294945
166293.17133347018,172904.40203825056,111937.95574037166,3859.932541465856
82654.69614816504,135035.770327976,86406.75814672743,41358.15951071865
133725.20380749027,88464.86439942737,101988.04078863213,5195.410206265595
87745.68257620696,150759.06603766244,95458.37043225081,0.0
110561.36268421133,171866.32810095852,90111.55708214872,0.0
141779.0119393473,163118.04513783552,93063.8241398554,6209.145715750992
121285.60038190926,123432.71291279912,79679.86777732744,19775.676273202564
98445.10444141387,142169.02688656616,85408.50910003373,51679.4674406579
105693.92581480063,126679.0932805019,81290.47080370941,12229.332819085015
133591.9549786935,119518.3383952657,103520.65074643379,42141.39262558043
105392.66736565727,163884.7142794963,88571.98326688407,0.0
124329.1717916395,110061.69221837094,70534.28963077442,525.2764713398647
120911.43679807628,117654.58923545969,79148.44165255368,42714.11187462391
106967.99304788366,112399.35916319035,42011.03032181733,0.0
162878.8817865065,102743.81191752382,82582.61097176778,12064.724135994218
132678.3804463602,143660.35729606508,90564.67597645725,975.8223110472572
79497.14826684786,169037.5762120494,87957.9622669954,53414.28864951635
123729.08629538855,135378.08109386836,119702.31527297088,0.0
106764.27070463225,102356.30498589584,98623.59061372555,25790.7642698111
137048.66669592448,160998.61349355069,97956.77779633726,41766.035311522835
104149.58523134599,182142.5438508743,65350.96448144583,0.0
117705.27117066202,123843.94189633513,84530.36918824301,7232.853365484443
130099.74557960914,128036.14333205705,82700.05789014457,0.0
137315.10388340242,152891.51575208484,78208.78201787989,41717.00194935175
95994.07185888448,180546.8436946263,78001.7900172998,33719.655365209655
113309.97528318103,127004.14635686934,62878.15569087565,4011.0087883809483
110501.09377678088,106688.75547504488,70862.20192978007,0.0
106933.41534852577,155785.46515681015,103111.40104147424,44203.90461972847
155309.08480562194,159976.70182855747,87856.27962010227,12385.649930035132
128099.63421921911,140153.28626088068,82403.963725885,0.0
94782.3209132991,126046.66850856373,89918.82998020938,0.0
138357.23894109554,164859.46827480115,107510.86018051727,27672.91068777256
162443.12394025267,153200.9001136991,90063.15781313679,0.0
140649.30521102293,120789.11207741268,98105.61196396557,68010.47180758904
89612.60068091973,141227.36828264178,77300.92736417614,0.0
110315.31854267497,106207.31169938383,80720.55073879921,10223.41439530714
145338.22298373247,157147.261410948,95309.65327595513,18897.06181038764
105846.61068762439,133444.1607654286,118389.8056250567,0.0
128876.38856292456,129107.22919038156,111446.62289272311,0.0
135492.68106858674,139178.13787118916,98742.42104184208,18725.388674940725
101461.39056843834,141007.6924832562,92271.50640241077,0.0
118809.492878764,162373.25153913902,111016.04033440756,17399.420998501315
55174.65319861855,154777.26328313054,101920.17484567685,7762.574689867353
99512.2471733142,136089.76803017993,55595.06966444008,18800.494652151327
114948.6369721368,159091.70374297487,74191.03728217167,59742.96866163807
95044.33636070302,150018.43134229034,95072.10488036898,0.0
152648.2260786327,129335.00909284907,63195.486516735415,0.0
91397.17244078734,136882.04604408785,76536.16492864706,0.0
111199.11026606032,136294.427778922,79502.77584513038,5885.231680851678
122614.81154572182,152631.53357935505,86157.5114063125,25329.270931714644
148825.4657813223,130824.43463195895,85688.54687660688,0.0
91282.75697641121,130239.77033945917,85663.1935924976,23456.65011027998
143263.2750430992,189218.93273584897,102379.61275860471,10481.181378581785
120204.66122039175,163493.38704367762,86021.64201824198,0.0
100369.82697904098,120984.98338937153,84230.5480189315,20104.507074711575
129242.06948526541,154273.52484855495,69762.41843784726,6811.22268879214
123981.1939114694,142958.75164137944,105365.19302978738,16657.411902289543
107995.66245682411,149788.77938150233,79927.5372907877,0.0
121396.04169980038,143433.5331141276,73694.54507998088,0.0
112293.7280627648,169741.0661371309,93196.35862303457,18442.116547789137
122270.34690502496,148640.50861628616,78495.88106425406,5752.056097986096
133242.61349042095,138447.7825446428,82110.70890308559,64290.229185084434
151720.33632290704,166054.76442457543,93876.90261478604,38693.801728046645
95243.69002346302,145832.1260271968,85102.76064330665,28201.099998960508
162660.66749312534,143036.96448322645,124674.14062950952,9200.727016502842
80958.24400954996,147850.56506215286,88877.57185021203,0.0
116964.29809928834,137659.77441584083,99267.57328318834,0.0
131766.34412969154,140230.67482488672,60874.58928760582,0.0
125619.83735470065,125332.63528095318,77090.26302127905,3327.5005564168387
107546.00960358813,121220.81950940302,73696.29457624932,9760.56217340417
115837.5549928545,115035.74033793902,75684.30415046056,30422.84871425666
110139.98130682335,105200.4178300731,96233.06990755504,18683.24856096141
108212.70486111577,118007.0659653861,105533.47601666115,46033.49970853315
136992.0419404205,135643.32413832686,95169.45756951766,3438.2574109418238
127140.30971930095,142577.93956114093,86600.33064650536,20390.001207671034
106141.80809478692,133217.585921309,80537.17441931371,21771.203860659356
137991.99750866502,81107.41274681606,106703.99626779763,17700.999018714378
126145.99041753219,179364.65894405855,121068.83181232293,53630.696734179626
136257.2423767792,167162.00307225954,92025.83557175536,38399.56381876724
132592.57683847225,151143.99628042823,104090.44596107358,0.0
103420.09978155856,187687.2668138317,95150.55524693213,10960.044467296788
108796.3791960606,115565.89706290723,101332.57359698384,10649.627234073003
134945.87210246525,187190.62801565012,72531.79832834826,79404.7754412736
132207.4053086693,115869.6480812363,82677.95579786814,1519.528241915159
119581.96812071704,145968.44813228393,95932.04160068376,0.0
122346.54766617564,108154.0668716449,108187.36416122969,24391.609941091418
145553.2979157685,140367.35238860917,77727.98667543488,27849.097879125584
108168.57222328341,149654.16244995972,59500.5133343981,9704.589643993688
130941.94762340076,136132.74172163612,82526.03360338126,5777.586097724753
115956.14695132212,157846.93610225344,105151.96071522374,41941.189109819374
115646.3759354556,142475.36123718144,66241.56613368227,0.0
141975.5370397438,126939.63179056227,72346.20161802624,1824.5714470248695
136508.3269797606,125829.66705494151,92338.77879076668,0.0
136270.19272001277,160272.8443153924,88260.43120857804,46683.794550159204
146109.5761430866,123656.44925482581,98916.99722329841,21109.27579009017
120420.07683265518,162885.07426212344,71569.09859331632,0.0
133639.0594258993,170567.79482079827,85125.32108746999,0.0
113794.66486813087,98282.15344134675,107927.78103604646,66688.95694719673
126483.32704976884,168323.15968252587,72106.55709544824,46149.32138073952
117397.1389126463,191510.56746111746,112153.68444465403,40587.02467503272
121939.91929985436,146300.0940300482,73988.74521166967,12820.385413931708
131903.14050873826,154977.10463237055,102740.72366066417,59014.961123706235
103635.58633533055,165925.13310922898,84405.62234680311,0.0
161847.7455137092,133112.94212052444,72826.37613541535,35556.63236028052
99879.65237000596,144557.00558844674,82546.51429271103,0.0
95716.22774424535,107145.01175942227,98173.93782268491,2725.416587095282
143162.21747000137,143465.87571326128,89897.19007647764,35039.782056264274
135833.25387925873,152452.79989111354,106777.04117165015,9526.453173921213
132482.39634104312,152904.07557316174,111536.10091402322,809.4019033321074
132566.9101852856,166635.61808993953,72254.54002023225,0.0
119755.0645430617,120629.94554661177,71155.96282634482,0.0
102054.91257028337,126684.83108316259,70428.09339568738,33700.55937745007
121516.09116387453,187387.6836497839,76512.05855927971,0.0
106456.76576975777,136241.79065590724,106563.21781229616,67889.33903191236
139502.39466835503,145000.8446828082,98405.42926000102,4774.846164941298
117058.85236995723,138324.74895686947,81824.58640616352,51347.688670444186
103490.05606414977,119457.97934237444,89833.46114065748,0.0
113572.28316694013,180588.23027229516,111064.58257748908,36602.36229613071
128258.62908551248,126807.46470198486,118620.1627646868,42217.2073383127
108725.5089439205,111817.86190732675,93890.76500164204,49837.38269464981
103555.59208867137,128731.4930674312,50110.78223928902,0.0
124873.74422983825,89957.34995686167,94459.3064213996,0.0
124899.33142217445,123717.81337542046,104021.22194312021,29308.593632981065
109861.13649257741,115796.78505369183,93369.48473784112,15406.322407542022
110579.23388763354,155435.7157731831,100897.72378102175,21907.906557823637
124640.99874715273,123164.64401100318,95355.98061690576,995.9836010228919
91038.31317005352,162195.0983894712,71480.31873777202,58794.46914100134
91850.72451246889,174962.09982673303,76706.42349954805,91291.71864509609
105631.11557495128,159529.38340718998,85182.71719304765,15968.454701741664
115731.05696576305,134615.2927784981,105981.22167357527,25924.958146526853
126218.15131196009,143527.86241763982,78511.73897519069,14220.484808429132
149507.12433899104,101875.3764963985,96838.5394975147,50037.35531636305
137153.1924640404,136655.515686969,94555.38890881796,37711.96786415036
116801.22940073146,118489.03829832916,113792.95897618696,0.0
119619.67584194623,157358.15952873247,89374.80332805878,0.0
99949.41270724383,204318.80973111186,63678.62372585612,0.0
119629.7372801522,152495.54089934524,99703.05697345168,94052.40026870617
114226.82722159724,90221.49627613334,122070.82817451007,29438.64970140685
126454.37120676179,130969.24517714068,100685.75017299684,0.0
103455.38112895354,143062.27313436137,78185.0761228439,0.0
130386.93028482345,142183.93563150658,73770.81181231553,36653.15911537365
150654.77826005156,121729.67185978117,75705.46749738892,39267.840780512386
117824.79703086284,146132.29356592338,120049.67820573068,37185.58354586898
128034.23444197883,108937.47907701532,85090.08839217846,0.0
133802.87983422226,116377.28193287333,80060.34909257959,20609.466805947253
111975.59056228328,156144.9410400928,87623.4503380915,16246.436704636493
124481.84963620834,114608.41922800435,85246.39427091448,0.0
120251.8480156359,153455.29013730644,113514.75539681256,0.0
121953.52197097664,105763.40563359855,74782.83763475546,22801.384029798395
104539.80432289068,184120.64709479338,107709.6484749067,20389.951885234277
120490.20348517885,120643.25193989863,91831.38144676627,28084.04765575197
129959.965824909,134408.3357049139,108105.39770141528,36512.014874832814
149022.87215590084,148265.33152726013,113739.28565601076,59140.217129086115
139185.41652170414,125866.25118747265,91271.96450869643,0.0
163063.64915023113,143585.1490267826,85274.04585601251,32683.73380472778
104653.04874223901,154383.91811300314,90992.68247797654,35154.60551333741
137446.41273441358,164015.33081258714,88578.43991992302,4731.815345296889
123666.84011476704,159787.43589932393,65145.50316391908,16658.182568765646
163796.05866435345,135704.73840493316,113287.20560677609,5368.106091430569
103834.03429289698,136334.20564890993,93686.77526071786,75063.178317162
103205.56315638448,198727.71395062582,72553.51222423419,17629.203549940692
108012.14709111955,163747.2267062323,58987.150197023875,26152.622013327484
77522.08551380386,116954.40859199467,55086.011506044764,1355.574317618405
109484.89956638477,142499.70409413878,101557.20655031255,0.0
104817.34676892604,131621.4215305452,80715.33647389358,0.0
123007.87572952415,136616.64415192226,83176.489978423,45180.657020810286
126835.11951554319,109262.6210572978,97322.31396808235,34267.755839590856
157523.41678431773,129701.91914035118,82259.27765847332,3823.0906805230115
139008.476763721,185288.89432984783,98197.8662408027,0.0
108461.92688675194,154476.90752188757,91428.96096565072,18203.538194614248
102031.70657303283,77720.96479621349,88738.05625276145,0.0
129838.38343013011,170418.08731244868,66408.74391462767,7082.953687855249
93595.33585958715,167240.73807272903,77704.0296534171,0.0
156629.17531708707,131017.86739233958,99038.03048380298,19742.61665824655
143588.80241442574,157931.5885945804,79769.67277703923,20909.73301736506
110616.4869579059,118515.01972956999,108080.54333676735,44247.542989141555
85737.30941818244,128243.60709334107,125196.01985990097,6965.972975432349
147077.44748330826,177463.65901674633,99845.77951261983,5275.547649473874
117709.20309494765,133206.74900325728,112392.47837047736,0.0
144756.32623946923,93256.70845112522,100810.90857444103,44050.571832108035
88111.44682411266,138417.41943046657,81986.06965991718,37988.62926615383
108012.49954092455,138035.29017714108,93002.27497211137,12864.338236731073
120104.87399436366,169959.21423433648,120199.81419146163,0.0
120939.61187529484,140358.410554394,82146.69386058823,0.0
110998.69057041513,129460.44221399268,74410.09051682889,0.0
132456.99864694997,166126.40363078014,72987.08365327097,42696.54308001282
98647.59141234812,143019.75581252776,86737.05924249676,20555.285775095886
117152.41029957413,121249.43296085707,74947.91867035406,0.0
122405.91263423797,168874.93901354045,115110.29141155856,26544.48759594196
130288.77668117498,144841.54411291998,93245.34801886932,0.0
134232.29756177778,140073.14916698594,104575.89464640754,0.0
97507.15816324262,144447.70978529137,85520.01914130452,41010.1409926391
89317.71658528756,113233.29071458508,72897.04203365822,32764.259387386
145553.53643797018,126808.65559554157,70359.09081850084,44907.2171740489
126646.28023959184,140089.5650458196,76380.12386732819,11637.463564298932
105030.26926886893,135133.407624383,95212.88241040066,38302.57284347884
151023.03951045044,171810.70957041488,97798.24397651921,0.0
122313.49268585717,145435.14631817507,99047.94109588028,5195.142880243267
143585.94368127652,161372.59806591005,67669.90974327215,3940.8096764555175
121350.36962820218,140234.88386439622,89993.86221152595,13168.083073031214
161214.95849763975,166407.21209365307,74609.07253661411,0.0
155106.81684886408,149938.19391432885,96021.98951376793,7320.406897756876
115020.71703041853,140335.5121347115,97186.15583246178,55960.83927985953
139431.4190190871,139667.9227760245,72417.40429460343,0.0
132907.51899170296,116139.03434272592,104520.44410794522,0.0
147372.63115064698,152672.89300340778,125082.34412292368,0.0
100701.53078839791,138994.88163659052,102522.53606376993,91877.0240489961
133721.0291999688,127450.20099546989,87557.48940673342,26080.850140018552
141168.48973699176,167661.5442703018,85251.81445185386,6215.20666442044
84825.21027153771,108744.59935262997,86864.04027491238,11768.879471519973
96334.8297466845,129437.60261418915,78588.99229834485,17762.88684648142
79215.35644479799,165692.96871948833,93785.97309978073,0.0
114611.86331110884,147888.07352300634,72923.06113268544,0.0
134350.84511591925,138803.52680868105,61654.533201031496,7473.29839187136
150047.14104192055,146275.08857875367,93294.02522720322,0.0
121481.8956083955,144485.35427622104,90318.49598663731,767.0562911600082
152572.31091142583,102083.43634285196,81432.44975344208,21902.737459464584
92397.97083570217,131268.45286630097,70759.5506608445,0.0
85932.3512128969,180413.0413628437,94346.16040371053,91784.02844103887
118889.04602206762,123516.89663057082,75147.37442144324,33840.16202720542
127681.30897878614,132042.47464739165,87915.83473701998,0.0
119346.10503811814,126459.48091727031,116474.57781189667,0.0
78651.15799920246,137824.61941704658,99767.84654363076,0.0
118217.59920974424,125421.92921689255,69463.01006427455,31737.704126639866
93910.60998990294,152168.5375539515,70877.22643481547,26557.386539594117
133393.45097660075,144932.83530725667,92277.28639115638,9768.535712025603
127331.96492193696,159338.69037767546,69370.18976911469,0.0
101202.40427345289,113726.470845276,59974.1177814857,0.0
109722.66165326613,131491.48792792743,97985.58016945086,0.0
98815.72956222096,134356.93420969663,94814.03631481301,0.0
118746.41805453657,151391.17275221486,96758.97496918698,1100.7979923770945
139102.84641002477,120169.47006982414,93945.52772726856,51988.99752502199
100285.47907328913,162891.3451064586,89020.33932491408,0.0
130080.93031035688,169660.38976294023,80067.17178485008,32313.229324714368
109394.84763255119,115278.1913091104,97742.02449131914,33903.30987378453
